ID	Gene.symbol	Gene.title	log2(fold change)	-log10(Pvalue)
1556338_at			-0.438	2.848
1556381_at	NAA15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	0.458	2.221
1556382_a_at	NAA15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	0.764	3.454
1556416_s_at			2.83	6.197
1556432_at			0.759	3.971
1556442_x_at			0.322	3.228
1556445_at			0.231	2.34
1556451_at			1.69	5.453
1556473_at	LOC285097	uncharacterized FLJ38379	0.331	3.01
1556474_a_at	LOC285097	uncharacterized FLJ38379	0.815	3.176
1556490_a_at	LOC101805491///TMEM247	uncharacterized LOC101805491///transmembrane protein 247	0.159	2.256
1556545_at			0.789	3.036
1556551_s_at	SLC39A6	solute carrier family 39 member 6	-0.567	4.504
1556583_a_at	SLC8A1	solute carrier family 8 member A1	-0.8	3.863
1556590_s_at			0.674	2.396
1556593_s_at			-0.233	2.12
1556601_a_at	SPATA13	spermatogenesis associated 13	0.401	2.29
1556621_a_at			0.375	2.802
1556633_at	C1orf204	chromosome 1 open reading frame 204	0.231	2.876
1556655_s_at	CDK12	cyclin dependent kinase 12	-0.274	2.578
1556678_a_at			-0.34	2.786
1556684_at	RPPH1	ribonuclease P RNA component H1	0.452	2.211
1556690_s_at			0.207	2.975
1556698_a_at	GPRIN3	GPRIN family member 3	-0.427	2.247
1556744_a_at	ZNF654	zinc finger protein 654	-0.55	2.462
1556747_a_at	LOC101928343	uncharacterized LOC101928343	-0.494	2.324
1556748_x_at	LOC101928343	uncharacterized LOC101928343	-0.343	2.483
1556797_at	RNF144A-AS1	RNF144A antisense RNA 1	0.126	2.109
1556806_at			0.676	2.974
1556814_a_at			0.712	3.676
1556820_a_at	DLEU2	deleted in lymphocytic leukemia 2 (non-protein coding)	-0.388	2.175
1556821_x_at	DLEU2	deleted in lymphocytic leukemia 2 (non-protein coding)	-0.589	4.004
1556823_s_at			-0.285	2.614
1556839_s_at	LOC100289090	uncharacterized LOC100289090	0.666	2.987
1556849_at			-0.678	3.081
1556852_a_at			0.157	2.136
1556873_at	MEX3C	mex-3 RNA binding family member C	0.976	4.772
1556874_a_at	MEX3C	mex-3 RNA binding family member C	1.018	3.468
1556929_at	PAPOLG	poly(A) polymerase gamma	0.174	2.142
1556942_at			0.461	3.603
1556950_s_at	SERPINB6	serpin family B member 6	0.302	2.821
1556959_at	ANHX	anomalous homeobox	0.136	2.381
1557021_s_at	LOC100507250	uncharacterized LOC100507250	0.254	2.444
1557034_s_at	LOC100653296///LOC100288778///WASH1///LOC100134445///WASH7P///WASH5P///WASH2P///WASH3P	uncharacterized LOC100653296///WAS protein family homolog 1 pseudogene///WAS protein family homolog 1///uncharacterized LOC100134445///WAS protein family homolog 7 pseudogene///WAS protein family homolog 5 pseudogene///WAS protein family homolog 2 pseudogene///WAS protein family homolog 3 pseudogene	0.52	2.869
1557064_s_at	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase	-0.474	4.216
1557070_at	TFAP2A-AS1	TFAP2A antisense RNA 1	0.177	2.176
1557081_at	RBM25	RNA binding motif protein 25	1.124	4.616
1557105_a_at	ZSCAN30	zinc finger and SCAN domain containing 30	0.172	2.647
1557112_a_at	VPS53	VPS53, GARP complex subunit	-0.211	2.845
1557113_at	LOC283588	uncharacterized LOC283588	-0.516	3.218
1557116_at	APOL6	apolipoprotein L6	-0.486	5.655
1557117_at	INTS6-AS1	INTS6 antisense RNA 1	0.456	4.44
1557118_a_at	INTS6-AS1	INTS6 antisense RNA 1	0.798	5.104
1557158_s_at	KMT2C	lysine methyltransferase 2C	0.967	4.867
1557172_x_at	NEK8	NIMA related kinase 8	0.23	2.682
1557185_at	TPCN1	two pore segment channel 1	0.289	2.124
1557186_s_at	TPCN1	two pore segment channel 1	0.294	2.109
1557212_at	EIF1B-AS1	EIF1B antisense RNA 1	0.121	2.67
1557222_at			0.96	5.099
1557227_s_at	TPR	translocated promoter region, nuclear basket protein	0.615	2.751
1557238_s_at			-0.48	2.175
1557239_at	BBX	BBX, HMG-box containing	-0.495	2.75
1557242_at			0.532	2.451
1557246_at	KIDINS220	kinase D-interacting substrate 220kDa	-0.985	4.559
1557257_at	BCL10	B-cell CLL/lymphoma 10	0.852	3.282
1557285_at	AREG	amphiregulin	1.156	3.96
1557360_at	LRPPRC	leucine rich pentatricopeptide repeat containing	-0.798	3.928
1557370_s_at	MYCBP2	MYC binding protein 2, E3 ubiquitin protein ligase	0.22	2.108
1557384_at	LOC100506639///ZNF131	uncharacterized LOC100506639///zinc finger protein 131	0.34	2.227
1557409_at			0.501	3.664
1557433_at			-0.528	2.38
1557487_at			-0.608	2.567
1557512_at			-1.022	2.53
1557513_a_at			0.318	2.895
1557527_at			-0.945	3.872
1557538_at			-0.494	3.098
1557539_at	FBRSL1	fibrosin like 1	1.143	6.082
1557543_at			-0.823	3.658
1557553_at	PPP1R12B	protein phosphatase 1 regulatory subunit 12B	0.811	3.607
1557555_at			0.91	4.522
1557558_s_at	MATN1-AS1	MATN1 antisense RNA 1	0.605	4.079
1557585_at	ATP6V1H	ATPase H+ transporting V1 subunit H	-0.365	3.15
1557621_at	KCP	kielin/chordin-like protein	0.128	3.608
1557637_at			-0.332	4.183
1557672_s_at	RSU1P2	Ras suppressor protein 1 pseudogene 2	0.101	2.556
1557674_s_at	LOC101928068	uncharacterized LOC101928068	0.217	2.889
1557685_at	ASAP1-IT2	ASAP1 intronic transcript 2	-0.537	2.476
1557701_s_at	POLH	DNA polymerase eta	-0.479	2.581
1557707_at			0.77	3.318
1557719_at	PIKFYVE	phosphoinositide kinase, FYVE-type zinc finger containing	0.409	3.128
1557736_at	NKTR	natural killer cell triggering receptor	-0.752	3.451
1557744_at			0.433	3.361
1557777_at	PDE6B	phosphodiesterase 6B	0.266	2.285
1557780_at			0.409	4.381
1557804_at			-0.559	3.71
1557805_at			-0.925	5.442
1557811_a_at			0.918	3.708
1557830_at			-0.568	2.891
1557852_at	PHC2	polyhomeotic homolog 2	1.114	3.559
1557895_at	FLJ35934	FLJ35934	0.696	2.428
1557905_s_at	CD44	CD44 molecule (Indian blood group)	-0.624	5.644
1557908_at	HP11014	uncharacterized HP11014	-0.279	3.14
1557918_s_at	SLC16A1	solute carrier family 16 member 1	-0.442	2.616
1557987_at			-0.592	3.074
1558002_at	STRAP	serine/threonine kinase receptor associated protein	2.547	5.751
1558014_s_at	FAR1	fatty acyl-CoA reductase 1	-0.574	3.934
1558028_x_at	NORAD	non-coding RNA activated by DNA damage	-0.869	5
1558044_s_at	EXOSC6	exosome component 6	-0.301	2.765
1558076_at	SLF1	SMC5-SMC6 complex localization factor 1	0.424	2.612
1558088_a_at	UBE2I	ubiquitin conjugating enzyme E2 I	0.839	9.997
1558097_at	PRR14L	proline rich 14 like	-0.27	5.053
1558111_at	MBNL1	muscleblind like splicing regulator 1	-0.459	2.689
1558135_at	TAF11	TATA-box binding protein associated factor 11	0.724	2.912
1558136_s_at	TAF11	TATA-box binding protein associated factor 11	-0.862	7.203
1558173_a_at	LUZP1	leucine zipper protein 1	1.35	4.355
1558185_at	LOC100507616///CLLU1	uncharacterized LOC100507616///chronic lymphocytic leukemia up-regulated 1	1.286	5.6
1558186_s_at	LOC100507616///CLLU1	uncharacterized LOC100507616///chronic lymphocytic leukemia up-regulated 1	0.573	2.478
1558201_s_at	SLC4A1AP	solute carrier family 4 member 1 adaptor protein	-0.217	2.512
1558214_s_at	CTNNA1	catenin alpha 1	-0.576	3.611
1558215_s_at	UBTF	upstream binding transcription factor, RNA polymerase I	-0.342	3.126
1558236_at	DR1	down-regulator of transcription 1	-0.326	2.613
1558249_s_at	STX16	syntaxin 16	-0.545	4.798
1558250_s_at			-0.346	2.189
1558254_s_at	SRPK2	SRSF protein kinase 2	-0.618	4.11
1558299_at			0.777	3.481
1558327_at	ZDHHC18	zinc finger DHHC-type containing 18	0.232	3.014
1558331_at	SIRT2	sirtuin 2	0.86	6.403
1558385_at			0.278	2.728
1558426_x_at	ORAI2	ORAI calcium release-activated calcium modulator 2	0.376	3.844
1558445_at			-0.64	4.13
1558447_at			0.579	3.371
1558448_a_at			0.719	3.656
1558504_at	GTF2IP12	general transcription factor IIi pseudogene 12	0.265	2.484
1558518_at	TAB3	TGF-beta activated kinase 1/MAP3K7 binding protein 3	0.46	3.388
1558527_at	PAXIP1-AS2	PAXIP1 antisense RNA 2	0.828	3.223
1558556_at	CAMK1	calcium/calmodulin dependent protein kinase I	0.611	4.638
1558560_s_at	BLZF1	basic leucine zipper nuclear factor 1	0.434	2.639
1558561_at	HM13	histocompatibility minor 13	-0.49	3.548
1558568_a_at	PCNX4	pecanex homolog 4 (Drosophila)	-0.345	2.709
1558662_s_at	BANK1	B-cell scaffold protein with ankyrin repeats 1	1.461	5.301
1558666_at	PHEX-AS1	PHEX antisense RNA 1	0.084	2.115
1558678_s_at	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	3.031	8.748
1558688_at	STX17-AS1	STX17 antisense RNA 1	0.977	4.395
1558692_at	GLMP	glycosylated lysosomal membrane protein	-0.414	2.897
1558693_s_at	GLMP	glycosylated lysosomal membrane protein	-0.559	2.171
1558697_a_at	KIAA0430	KIAA0430	-0.779	2.522
1558699_a_at	HERPUD2	HERPUD family member 2	-0.406	2.637
1558702_at	TEX10	testis expressed 10	1.786	6.701
1558705_at	ATOH8	atonal bHLH transcription factor 8	0.089	2.122
1558722_at	ZNF252P	zinc finger protein 252, pseudogene	-0.495	3.015
1558732_at	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	0.72	2.701
1558739_at	BORCS5	BLOC-1 related complex subunit 5	1.606	6.94
1558740_s_at	LOC105369662	uncharacterized LOC105369662	1.641	7.423
1558745_at	SNX29	sorting nexin 29	0.814	4.634
1558747_at	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1	2.487	5.806
1558754_at	ZNF763	zinc finger protein 763	0.565	2.505
1558755_x_at	ZNF763	zinc finger protein 763	0.345	2.294
1558783_at			0.998	7.952
1558807_at	ATAD2B	ATPase family, AAA domain containing 2B	-0.674	5.946
1558854_a_at			-0.245	2.26
1558887_at	ZNF816-ZNF321P///ZNF321P	ZNF816-ZNF321P readthrough///zinc finger protein 321, pseudogene	0.177	2.948
1558922_at			-0.538	2.182
1558924_s_at	CLIP1	CAP-Gly domain containing linker protein 1	1.016	3.143
1558937_s_at			-1.366	3.56
1558942_at	ZNF765	zinc finger protein 765	-0.33	3.836
1558953_s_at	CEP164	centrosomal protein 164	0.386	3.554
1558959_at	FAM126B	family with sequence similarity 126 member B	-0.787	7.567
1558967_s_at	HCG18	HLA complex group 18 (non-protein coding)	-0.278	2.634
1558975_at	UBALD1	UBA like domain containing 1	0.316	2.8
1559025_at	SEPT9	septin 9	0.679	2.931
1559038_at	SEPT2	septin 2	1.077	9.175
1559052_s_at	PAK2	p21 (RAC1) activated kinase 2	-0.427	2.731
1559060_a_at	FNIP1	folliculin interacting protein 1	0.67	3.483
1559067_a_at	LOC158402	uncharacterized LOC158402	-0.56	2.783
1559078_at			0.775	3.334
1559091_s_at	FGD2	FYVE, RhoGEF and PH domain containing 2	-0.586	2.996
1559094_at	FBXO9	F-box protein 9	-0.338	2.678
1559096_x_at	FBXO9	F-box protein 9	-0.319	2.232
1559116_s_at			0.277	2.273
1559117_at			0.794	2.434
1559121_s_at			-0.472	3.373
1559129_a_at	MIRLET7DHG	MIRLET7D host gene	1.313	4.994
1559154_at			-0.734	3.457
1559156_at			-1.21	6.753
1559227_s_at	VHL	von Hippel-Lindau tumor suppressor	-0.742	4.629
1559291_at	LINC00032	long intergenic non-protein coding RNA 32	0.202	2.091
1559297_at	SNX29P2	sorting nexin 29 pseudogene 2	0.529	2.382
1559331_x_at			-0.57	3.717
1559343_at	LOC101930404///SNORD116-28///SNORD115-26///SNORD115-13///SNORD115-7///SNORD116-22///SNORD116-4///PWARSN///SNORD107///SNRPN///IPW	uncharacterized LOC101930404///small nucleolar RNA, C/D box 116-28///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 116-22///small nucleolar RNA, C/D box 116-4///Prader Willi/Angelman region RNA, SNRPN neighbor///small nucleolar RNA, C/D box 107///small nuclear ribonucleoprotein polypeptide N///imprinted in Prader-Willi syndrome (non-protein coding)	0.493	2.507
1559347_at			-1.596	8.287
1559362_at			-0.602	4.558
1559452_a_at			0.241	2.456
1559496_at	PPA2	pyrophosphatase (inorganic) 2	-0.777	3.141
1559502_s_at	LRRC25	leucine rich repeat containing 25	-1.244	6.271
1559524_at			-0.453	2.552
1559535_s_at	LOC100996419	uncharacterized LOC100996419	0.234	3.001
1559582_at	RHOQ	ras homolog family member Q	-0.407	2.389
1559618_at	LOC100129447	uncharacterized LOC100129447	0.358	2.605
1559638_at	PIK3CD-AS1	PIK3CD antisense RNA 1	0.166	2.122
1559681_a_at	LOC101930303///LOC101930301///TRIM16L	uncharacterized LOC101930303///uncharacterized LOC101930301///tripartite motif containing 16-like	-0.294	2.351
1559682_at	TRIM16L	tripartite motif containing 16-like	0.27	2.943
1559745_at			-0.209	3.519
1559747_at	SPG11	spastic paraplegia 11 (autosomal recessive)	-0.354	3.162
1559820_at			-0.884	4.54
1559843_s_at			0.15	2.22
1559856_s_at	KMT2A	lysine methyltransferase 2A	0.847	3.559
1559867_at			-0.094	2.172
1559870_at	LOC100129129	uncharacterized LOC100129129	0.583	5.45
1559881_s_at	ZNF12	zinc finger protein 12	0.405	3.581
1559883_s_at	SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1	-0.811	5.838
1559890_a_at	ABI1	abl interactor 1	0.247	2.46
1559916_a_at			0.421	2.187
1559921_at	PECAM1	platelet and endothelial cell adhesion molecule 1	0.456	4.024
1559932_at			0.445	2.465
1559952_x_at	LOC102725108///LOC101928910///FAM66D///FAM66B///FAM66C	uncharacterized LOC102725108///uncharacterized LOC101928910///family with sequence similarity 66 member D///family with sequence similarity 66 member B///family with sequence similarity 66 member C	0.122	3.072
1559975_at	BTG1	BTG anti-proliferation factor 1	1.043	4.775
1559979_at	SYF2	SYF2 pre-mRNA splicing factor	0.756	4.435
1559991_s_at	CAMK1D	calcium/calmodulin dependent protein kinase ID	0.29	2.213
1559993_at	SFXN3	sideroflexin 3	0.784	5.305
1560007_at	LOC645984	uncharacterized LOC645984	-0.305	2.343
1560013_at	PDXDC1	pyridoxal dependent decarboxylase domain containing 1	0.787	3.469
1560014_s_at	PDXDC1	pyridoxal dependent decarboxylase domain containing 1	0.824	2.867
1560020_at	DNAJC13	DnaJ heat shock protein family (Hsp40) member C13	-0.333	2.514
1560060_s_at	VPS37C	VPS37C, ESCRT-I subunit	-0.328	2.975
1560065_at	PAIP2	poly(A) binding protein interacting protein 2	0.062	2.123
1560071_a_at			-0.757	6.825
1560112_at	WDFY2	WD repeat and FYVE domain containing 2	-1.197	6.468
1560128_x_at	C5orf56	chromosome 5 open reading frame 56	0.55	3.979
1560169_at	LOC101927069	uncharacterized LOC101927069	0.455	2.242
1560171_at			-0.763	5.094
1560172_at	INTS10	integrator complex subunit 10	0.677	2.877
1560281_a_at	TMEM95	transmembrane protein 95	0.155	2.252
1560332_at			0.683	2.905
1560339_s_at	NAP1L4	nucleosome assembly protein 1 like 4	-0.747	7.454
1560342_at			-0.822	4.735
1560349_at			-1.495	5.742
1560369_at	ANKH	ANKH inorganic pyrophosphate transport regulator	0.135	2.203
1560391_at	PIGL	phosphatidylinositol glycan anchor biosynthesis class L	0.336	2.565
1560397_s_at	KLHL6	kelch like family member 6	1.163	3.934
1560439_at	LINGO3	leucine rich repeat and Ig domain containing 3	0.234	4.141
1560445_x_at	ARHGEF1	Rho guanine nucleotide exchange factor 1	0.268	2.138
1560486_at	STXBP3	syntaxin binding protein 3	0.739	3.968
1560500_at			-0.702	4.807
1560587_s_at	PRDX5	peroxiredoxin 5	-0.752	6.841
1560622_at			0.356	2.562
1560659_at	LINC00342	long intergenic non-protein coding RNA 342	0.463	4.032
1560661_x_at	LINC00342	long intergenic non-protein coding RNA 342	0.458	4.602
1560680_at			-0.699	3.174
1560689_s_at	AKT2	AKT serine/threonine kinase 2	0.644	4.527
1560703_at	LYRM9	LYR motif containing 9	0.449	2.373
1560724_at	TOR1AIP1	torsin 1A interacting protein 1	-0.162	2.235
1560776_at			-1.036	5.568
1560782_at			0.172	2.369
1560897_a_at	KRTAP10-11	keratin associated protein 10-11	0.218	2.461
1560916_a_at	DPY19L1	dpy-19 like 1	-0.652	3.988
1560986_a_at			-0.558	3.445
1561041_at	TNRC6C	trinucleotide repeat containing 6C	0.659	3.531
1561044_at	LOC101928973	uncharacterized LOC101928973	0.21	2.691
1561073_at			-0.711	4.143
1561166_a_at			0.795	2.125
1561171_a_at	GOLGA6L6///GOLGA6L22///GOLGA6L1	golgin A6 family-like 6///golgin A6 family-like 22///golgin A6 family-like 1	0.224	3.075
1561195_at			-0.725	2.299
1561206_at	KLHL8	kelch like family member 8	-0.707	4.889
1561313_at			0.109	2.129
1561355_at	LOC692247	uncharacterized LOC692247	0.444	4.058
1561371_at	MIR2052HG	MIR2052 host gene	0.163	2.197
1561378_at	C12orf42	chromosome 12 open reading frame 42	0.467	4.707
1561485_at	IQCA1	IQ motif containing with AAA domain 1	0.197	2.353
1561579_at	LOC728445	uncharacterized LOC728445	0.124	2.298
1561591_at			0.098	2.184
1561640_at			-0.414	2.353
1561690_at			-0.354	2.247
1561728_a_at	LINC00642	long intergenic non-protein coding RNA 642	0.179	2.616
1561761_x_at	LOC645513	septin 7 pseudogene	0.354	2.579
1561871_at			0.076	2.277
1561882_at	SYTL3	synaptotagmin like 3	0.513	2.443
1561893_at			-0.671	2.64
1561923_a_at	SF3B6	splicing factor 3b subunit 6	1.02	6.172
1562022_s_at	LOC100130987///RAD9A	uncharacterized LOC100130987///RAD9 checkpoint clamp component A	-0.276	2.48
1562031_at	JAK2	Janus kinase 2	-0.718	3.479
1562062_at			0.433	2.539
1562063_x_at			0.365	2.315
1562067_at			-0.862	4.208
1562110_at	IWS1	IWS1, SUPT6H interacting protein	-0.652	5.205
1562142_at	SKIV2L2	Ski2 like RNA helicase 2	0.174	2.274
1562161_at			0.411	2.553
1562250_at			0.662	2.796
1562255_at	SYTL3	synaptotagmin like 3	1.354	3.097
1562265_at			0.499	3.679
1562273_at	CNGA4	cyclic nucleotide gated channel alpha 4	0.214	2.729
1562386_s_at	ZNF501	zinc finger protein 501	-0.463	6.139
1562391_at	B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2	-0.563	3.923
1562412_at	GPR89B	G protein-coupled receptor 89B	-0.896	3.989
1562442_a_at	SSBP1	single stranded DNA binding protein 1	1.101	3.853
1562467_at			-0.762	2.091
1562511_at	LYST	lysosomal trafficking regulator	-0.693	3.371
1562546_at	LOC101930657	uncharacterized LOC101930657	0.237	3.592
1562603_at	RAD51L3-RFFL///RFFL	RAD51L3-RFFL readthrough///ring finger and FYVE-like domain containing E3 ubiquitin protein ligase	-0.484	3.445
1562612_at			-0.33	2.278
1562648_at	CCDC88A	coiled-coil domain containing 88A	-0.473	3.717
1562650_at	FRYL	FRY like transcription coactivator	0.588	3.316
1562730_a_at			0.204	2.67
1562733_at	LINC00092	long intergenic non-protein coding RNA 92	0.173	2.143
1562794_at			0.144	2.998
1562817_at			-0.58	2.946
1562849_at			0.373	2.202
1562852_at			0.475	4.7
1562853_x_at			0.258	3.04
1562903_at	FAM86B3P	family with sequence similarity 86, member A pseudogene	0.274	2.186
1562935_at			0.136	2.449
1562957_at			0.89	3.655
1563030_at			0.141	2.095
1563034_at	GPD1	glycerol-3-phosphate dehydrogenase 1	0.335	3.075
1563051_at	OSBP	oxysterol binding protein	0.539	6.016
1563104_at			0.51	3.129
1563111_a_at	PIGX	phosphatidylinositol glycan anchor biosynthesis class X	-0.552	3.815
1563171_at	GNA14-AS1	GNA14 antisense RNA 1	0.145	2.208
1563250_at	LOC101927362	uncharacterized LOC101927362	0.138	2.114
1563259_at			-0.764	4.989
1563302_at	LOC101927534	uncharacterized LOC101927534	0.276	2.888
1563321_s_at	MLLT10	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10	1.357	6.344
1563345_at			0.305	2.798
1563364_at			-0.8	2.645
1563426_a_at			0.443	3.809
1563431_x_at			0.797	5.158
1563455_at	SIK3	SIK family kinase 3	0.845	3.465
1563468_at			-1.759	7.928
1563473_at			0.934	3.893
1563483_at	LINC00869	long intergenic non-protein coding RNA 869	-0.481	3.262
1563497_at	USP25	ubiquitin specific peptidase 25	-0.877	5.921
1563509_at			-1.081	5.932
1563674_at	FCRL2	Fc receptor like 2	1.945	5.809
1563687_a_at	FRYL	FRY like transcription coactivator	-0.742	4.027
1563693_at			0.102	2.215
1563800_at	LOC100506870///LOC283140	uncharacterized LOC100506870///uncharacterized LOC283140	0.198	2.372
1563833_at	INPP4B	inositol polyphosphate-4-phosphatase type II B	0.614	2.847
1563945_at	YWHAEP7	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 7	0.094	2.14
1564053_a_at	YTHDF3	YTH N6-methyladenosine RNA binding protein 3	-0.695	7.144
1564064_a_at	ATP11B	ATPase phospholipid transporting 11B (putative)	-0.583	8.192
1564084_at	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	0.374	2.619
1564211_at	LINC01550	long intergenic non-protein coding RNA 1550	0.618	3.234
1564227_at			-0.543	2.935
1564276_at	C5orf56	chromosome 5 open reading frame 56	0.289	2.376
1564308_a_at	MPP7	membrane palmitoylated protein 7	-0.481	4.726
1564319_at	FAM71E2	family with sequence similarity 71 member E2	0.23	3.156
1564333_a_at	PSAPL1	prosaposin-like 1 (gene/pseudogene)	0.317	3.885
1564378_a_at			1.58	3.747
1564494_s_at	P4HB	prolyl 4-hydroxylase subunit beta	-0.718	3.63
1564511_a_at	FSTL4	follistatin like 4	-0.272	2.237
1564568_at			0.483	2.209
1564970_at	SETDB2	SET domain bifurcated 2	-0.513	2.732
1564972_x_at	SETDB2	SET domain bifurcated 2	-0.327	2.881
1564984_at			0.15	2.311
1565027_at	OFCC1	orofacial cleft 1 candidate 1	0.112	2.1
1565034_s_at	AFF3	AF4/FMR2 family member 3	0.65	4.127
1565130_at	MAP3K2	mitogen-activated protein kinase kinase kinase 2	-0.313	2.393
1565269_s_at	ATF1	activating transcription factor 1	-0.299	2.979
1565436_s_at	KMT2A	lysine methyltransferase 2A	0.762	4.498
